ISSUE_DATE,ID,PURPOSE,VERIFICATION_STATUS,GRADE,HOME_OWNERSHIP,ADDRESS_STATE,LOAN_STATUS,EMP_LENGTH,EMP_TITLE,LAST_CREDIT_PULL_DATE,LAST_PAYMENT_DATE,NEXT_PAYMENT_DATE,MEMBER_ID,SUB_GRADE,TERM,ANNUAL_INCOME,DTI,INSTALLMENT,INT_RATE,LOAN_AMOUNT,TOTAL_ACC,TOTAL_PAYMENT
11-09-2021,965950,Debt consolidation,Not Verified,A,RENT,CA,Fully Paid,5 years,"Envy Medical, Inc.",16-05-2021,14-10-2021,14-11-2021,1186801,A2, 36 months,38000,0.0439,171.95,0.0662,5600,23,6190
11-09-2021,877227,Debt consolidation,Not Verified,A,RENT,CA,Fully Paid,5 years,Kasier Permenante,16-05-2021,14-09-2021,14-10-2021,1091928,A4, 36 months,80000,0.117,149.29,0.0749,4800,22,5374
11-09-2021,874549,Debt consolidation,Not Verified,A,RENT,NC,Fully Paid,7 years,Norris & tunstall,15-12-2021,13-02-2021,13-03-2021,1089040,A2, 36 months,45000,0.1915,45.63,0.0599,1500,15,1601
11-09-2021,882613,Debt consolidation,Not Verified,A,RENT,CA,Fully Paid,7 years,e.Digital Corporation,16-05-2021,14-10-2021,14-11-2021,1097789,A3, 36 months,52500,0.26,355.45,0.0751,11425,11,12796
11-09-2021,856495,Debt consolidation,Not Verified,A,RENT,TX,Fully Paid,8 years,CHEVRON USA,15-08-2021,12-06-2021,12-07-2021,1068858,A2, 36 months,65000,0.072,547.52,0.0599,18000,33,18397
11-09-2021,867325,Debt consolidation,Not Verified,A,RENT,TX,Fully Paid,8 years,gc services,15-11-2021,14-02-2021,14-03-2021,1080919,A3, 36 months,21648,0.128,154.37,0.0699,5000,10,5532
11-09-2021,889300,Debt consolidation,Not Verified,A,RENT,AZ,Fully Paid,8 years,,15-08-2021,13-01-2021,13-02-2021,1105796,A4, 36 months,36000,0.2557,104.83,0.079,3350,23,3623
11-09-2021,887499,Debt consolidation,Not Verified,A,RENT,OR,Fully Paid,9 years,Oregon Department of Human Services,14-09-2021,14-10-2021,14-11-2021,1103766,A2, 36 months,32340,0.0375,214.93,0.0662,7000,10,7737
11-09-2021,880729,Debt consolidation,Not Verified,A,RENT,NY,Fully Paid,< 1 year,National Suicide Prevention Lifeline,16-05-2021,14-09-2021,14-10-2021,1095771,A1, 36 months,90000,0.0832,426.1,0.0603,14000,22,15339
11-09-2021,870540,Debt consolidation,Not Verified,A,RENT,FL,Fully Paid,< 1 year,Healthesystems,16-04-2021,12-09-2021,12-10-2021,1084573,A2, 36 months,70000,0.1224,365.01,0.0599,12000,9,12617
11-09-2021,880082,Debt consolidation,Not Verified,A,RENT,CA,Fully Paid,< 1 year,Network Hardware Resale,13-02-2021,13-02-2021,13-03-2021,1095043,A5, 36 months,28000,0.201,127.02,0.089,4000,10,4381
11-09-2021,970154,Debt consolidation,Not Verified,A,RENT,CT,Fully Paid,1 year,Sequel International,16-05-2021,14-10-2021,14-11-2021,1191822,A4, 36 months,61000,0.1322,62.59,0.079,2000,13,2253
11-09-2021,879867,Debt consolidation,Not Verified,A,RENT,NY,Fully Paid,1 year,Penguin Group (USA),15-10-2021,14-10-2021,14-11-2021,1094762,A4, 36 months,45000,0.1629,262.84,0.079,8400,26,9462
11-09-2021,965678,Debt consolidation,Not Verified,A,RENT,AR,Fully Paid,1 year,Arkansas Surgical Hospital,12-11-2021,12-11-2021,12-12-2021,1186513,A4, 36 months,32000,0.2318,84.49,0.079,2700,22,2877
11-09-2021,880007,Debt consolidation,Not Verified,A,RENT,CA,Fully Paid,1 year,Fox College Funding LLC,13-04-2021,13-03-2021,13-04-2021,1094960,A4, 36 months,40000,0.2649,250.33,0.079,8000,13,8739
11-09-2021,879412,Debt consolidation,Not Verified,A,RENT,GA,Fully Paid,4 years,Owens & Minor,15-07-2021,13-04-2021,13-05-2021,1094231,A1, 36 months,30000,0.2748,243.49,0.0603,8000,38,8518
11-09-2021,867445,Debt consolidation,Not Verified,A,RENT,NY,Fully Paid,4 years,Weill Cornell Medical College,12-09-2021,12-09-2021,12-10-2021,1081046,A3, 36 months,39000,0.0917,154.37,0.0699,5000,18,5291
11-09-2021,966409,Debt consolidation,Not Verified,A,RENT,MA,Fully Paid,4 years,John Moriarty & Associates,15-04-2021,14-10-2021,14-11-2021,1187078,A4, 36 months,75000,0.1322,547.58,0.079,17500,19,19713
11-09-2021,862967,Debt consolidation,Not Verified,A,RENT,TX,Fully Paid,4 years,Chevron,13-06-2021,13-05-2021,13-06-2021,1075982,A5, 36 months,56000,0.1652,195.7,0.0849,6200,11,6807
11-09-2021,889934,Debt consolidation,Not Verified,A,RENT,UT,Fully Paid,3 years,AAA Insurance,12-12-2021,12-12-2021,12-01-2022,1106483,A2, 36 months,65000,0.0792,122.82,0.0662,4000,12,4257
11-09-2021,893529,Debt consolidation,Not Verified,A,RENT,PA,Fully Paid,3 years,LiveOps,14-09-2021,14-09-2021,14-10-2021,1110668,A3, 36 months,132000,0.0756,317.34,0.0751,10200,27,11422
11-09-2021,889539,Debt consolidation,Not Verified,A,RENT,LA,Fully Paid,3 years,Big Daddy's Bar,12-09-2021,12-09-2021,12-10-2021,1106041,A4, 36 months,26000,0.1435,250.33,0.079,8000,24,8506
11-09-2021,874306,Debt consolidation,Not Verified,A,RENT,OH,Fully Paid,10+ years,cenveo,15-11-2021,14-09-2021,14-10-2021,1088822,A3, 36 months,50000,0.0886,293.29,0.0699,9500,12,10558
11-09-2021,867974,Debt consolidation,Not Verified,B,RENT,VA,Fully Paid,1 year,Booz Allen Hamilton,12-02-2021,12-02-2021,12-03-2021,1081623,B4, 36 months,76500,0.1245,461.6,0.1149,14000,15,14639
11-09-2021,892780,Debt consolidation,Not Verified,B,RENT,WY,Fully Paid,1 year,Kastner Land Services,16-05-2021,14-03-2021,14-04-2021,1109754,B5, 36 months,86250,0.1067,301.91,0.1269,9000,32,10767
11-09-2021,833468,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,10+ years,San Gabriel Valley Habitat for Humanity,16-04-2021,14-05-2021,14-06-2021,1043064,B3, 36 months,45020,0.1394,271.7,0.1099,8300,25,9756
11-09-2021,865056,Debt consolidation,Not Verified,B,RENT,MD,Fully Paid,10+ years,Air National Guard Readiness Center,16-05-2021,12-12-2021,12-01-2022,1078301,B5, 36 months,94837,0.1663,318.82,0.1199,9600,18,10795
11-09-2021,866873,Debt consolidation,Not Verified,B,RENT,AK,Fully Paid,2 years,State of Alaska,13-07-2021,13-07-2021,13-08-2021,1080392,B3, 36 months,63250,0.1019,203.77,0.1099,6225,13,7150
11-09-2021,871062,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,3 years,Workman Publishing,16-03-2021,13-03-2021,13-04-2021,1085049,B1, 36 months,38000,0.1576,432.32,0.0999,13400,22,14981
11-09-2021,876351,Debt consolidation,Not Verified,B,RENT,NC,Fully Paid,3 years,Digitalsmiths,16-05-2021,12-08-2021,12-09-2021,1090965,B3, 36 months,55000,0.103,384.63,0.1099,11750,10,12790
11-09-2021,893012,Debt consolidation,Not Verified,B,RENT,WA,Fully Paid,3 years,Navteq,16-03-2021,14-03-2021,14-04-2021,1110004,B3, 36 months,40000,0.1248,529.22,0.1171,16000,18,18633
11-09-2021,867392,Debt consolidation,Not Verified,B,RENT,WA,Fully Paid,3 years,Hyatt at Olive 8,13-08-2021,13-08-2021,13-09-2021,1081008,B4, 36 months,30000,0.1972,164.86,0.1149,5000,20,5661
11-09-2021,882293,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,4 years,West Coast Charters,16-05-2021,13-11-2021,13-12-2021,1097462,B1, 36 months,38400,0.1913,418.93,0.0991,13000,8,14862
11-09-2021,891014,Debt consolidation,Not Verified,B,RENT,MA,Fully Paid,4 years,luckys lyons groups,16-04-2021,14-10-2021,14-11-2021,1107731,B2, 36 months,42000,0.0543,241.05,0.1065,7400,9,8677
11-09-2021,875099,Debt consolidation,Not Verified,B,RENT,RI,Fully Paid,4 years,Benefit Concepts,12-05-2021,12-03-2021,12-04-2021,1089594,B3, 36 months,30000,0.1592,109.66,0.1099,3350,34,3523
11-09-2021,879349,Debt consolidation,Not Verified,B,RENT,MA,Fully Paid,4 years,Finish Line PDS,14-04-2021,13-07-2021,13-08-2021,1094215,B3, 36 months,25000,0.1464,374.59,0.1171,11325,16,13122
11-09-2021,871152,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,4 years,Suddenlink Communications,16-05-2021,14-10-2021,14-11-2021,1085269,B4, 36 months,65000,0.1728,501.23,0.1242,15000,10,18044
11-09-2021,873560,Debt consolidation,Not Verified,B,RENT,FL,Fully Paid,4 years,Host.net,14-06-2021,12-12-2021,12-01-2022,1087924,B4, 36 months,50000,0.2304,197.83,0.1149,6000,22,6715
11-09-2021,886928,Debt consolidation,Not Verified,B,RENT,NM,Fully Paid,5 years,"Robert Zachry Architect, Inc.",15-12-2021,14-10-2021,14-11-2021,1102943,B1, 36 months,33600,0.1218,386.7,0.0991,12000,9,13921
11-09-2021,878372,Debt consolidation,Not Verified,B,RENT,FL,Fully Paid,5 years,America One,13-02-2021,13-02-2021,13-03-2021,1093148,B1, 36 months,125000,0.2295,322.63,0.0999,10000,42,11133
11-09-2021,869501,Debt consolidation,Not Verified,B,RENT,PA,Fully Paid,5 years,Ingram Micro,15-03-2021,13-12-2021,13-01-2022,1083381,B3, 36 months,33000,0.036,255.33,0.1099,7800,3,9091
11-09-2021,886300,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,7 years,Wieland Automotive,14-01-2021,13-09-2021,13-10-2021,1102165,B2, 36 months,30996,0.0588,130.3,0.1065,4000,11,4590
11-09-2021,875198,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,8 years,Pacific Waterjet Cutting Inc,16-04-2021,14-06-2021,14-07-2021,1089659,B4, 36 months,38000,0.2466,263.78,0.1149,8000,9,9481
11-09-2021,865398,Debt consolidation,Not Verified,B,RENT,NJ,Fully Paid,9 years,Kearny Steel Container,16-05-2021,14-10-2021,14-11-2021,1078658,B3, 36 months,101877,0.1938,216.05,0.1099,6600,22,7750
11-09-2021,875044,Debt consolidation,Not Verified,B,RENT,TX,Fully Paid,9 years,"southwest securities, inc",16-05-2021,14-09-2021,14-10-2021,1089554,B4, 36 months,43949,0.1747,98.92,0.1149,3000,32,3561
11-09-2021,892118,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,< 1 year,CDPHP,16-04-2021,13-11-2021,13-12-2021,1108989,B1, 36 months,58000,0.1517,464.04,0.0991,14400,15,16462
11-09-2021,879843,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,< 1 year,Horizon Health,16-02-2021,14-10-2021,14-11-2021,1094772,B2, 36 months,69996,0.2123,65.15,0.1065,2000,40,2346
11-09-2021,876694,Debt consolidation,Not Verified,B,RENT,CO,Fully Paid,10+ years,Colorado Dept of Transporation,15-06-2021,14-10-2021,14-11-2021,1091302,B2, 36 months,51684,0.1486,97.64,0.1059,3000,13,3517
11-09-2021,965753,Debt consolidation,Not Verified,B,RENT,IL,Fully Paid,10+ years,Menards,14-10-2021,14-10-2021,14-11-2021,1186599,B2, 36 months,35000,0.1522,162.87,0.1065,5000,11,5865
11-09-2021,867738,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,10+ years,Xerox Corp,16-05-2021,13-07-2021,13-08-2021,1081353,B4, 36 months,56000,0.2136,32.98,0.1149,1000,36,1156
11-09-2021,969156,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,2 years,NTS,14-11-2021,14-11-2021,14-12-2021,1086064,B5, 36 months,19200,0.2125,59.78,0.1199,1800,7,2167
11-09-2021,873940,Debt consolidation,Not Verified,B,RENT,AL,Fully Paid,7 years,"SPM, LLC",16-05-2021,14-02-2021,14-03-2021,1088328,B2, 36 months,65000,0.2116,488.18,0.1059,15000,27,17155
11-09-2021,877058,Debt consolidation,Not Verified,B,RENT,CT,Fully Paid,3 years,Moore Physical Therapy,13-05-2021,13-05-2021,13-06-2021,1091704,B3, 36 months,60000,0.0458,130.94,0.1099,4000,17,4503
11-09-2021,865446,Debt consolidation,Not Verified,B,RENT,TX,Fully Paid,2 years,Techtronic Industries North America Inc.,16-05-2021,13-07-2021,13-08-2021,1078712,B3, 36 months,47500,0.1912,245.51,0.1099,7500,17,8439
11-09-2021,852107,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,2 years,Subaru of Santa Monica,12-01-2021,12-01-2021,12-02-2021,1064127,B2, 36 months,52000,0.0771,227.82,0.1059,7000,13,7238
11-09-2021,871479,Debt consolidation,Not Verified,B,RENT,CT,Fully Paid,2 years,Aetna,16-05-2021,14-02-2021,14-03-2021,1085549,B5, 36 months,40000,0.1821,232.47,0.1199,7000,21,8306
11-09-2021,877604,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,3 years,"Tops Supermarkets, LLC",16-05-2021,12-03-2021,12-04-2021,1092367,B1, 36 months,13273,0.123,124.22,0.0999,3850,4,4031
11-09-2021,887394,Debt consolidation,Not Verified,B,RENT,TX,Fully Paid,5 years,SWS REDISTRIBUTION COMPANY,15-03-2021,14-10-2021,14-11-2021,1103542,B2, 36 months,31000,0.2102,407.17,0.1065,12500,8,14658
11-09-2021,880789,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,5 years,Highdata Software,16-04-2021,14-10-2021,14-11-2021,1095871,B4, 36 months,72000,0.0908,200.5,0.1242,6000,16,7220
11-09-2021,966184,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,5 years,original roadhouse grill,16-04-2021,14-10-2021,14-11-2021,1186845,B5, 36 months,38400,0.0963,73.8,0.1269,2200,15,2657
11-09-2021,966145,Debt consolidation,Not Verified,B,RENT,PA,Fully Paid,2 years,T-Mobile USA,16-05-2021,12-09-2021,12-10-2021,1187013,B2, 36 months,65000,0.0709,208.47,0.1065,6400,14,6949
11-09-2021,890873,Debt consolidation,Not Verified,B,RENT,OR,Fully Paid,2 years,Sunriver Resort,16-05-2021,14-10-2021,14-11-2021,1107598,B3, 36 months,35000,0.1419,165.38,0.1171,5000,17,5954
11-09-2021,874862,Debt consolidation,Not Verified,B,RENT,PA,Fully Paid,1 year,Great Golf Resorts,13-09-2021,13-08-2021,13-09-2021,1089295,B5, 36 months,40000,0.2445,298.89,0.1199,9000,24,10501
11-09-2021,874615,Debt consolidation,Not Verified,B,RENT,MA,Fully Paid,1 year,American DG Energy,16-05-2021,12-09-2021,12-10-2021,1089057,B4, 36 months,61000,0.1617,296.75,0.1149,9000,32,9881
11-09-2021,886100,Debt consolidation,Not Verified,B,RENT,PA,Fully Paid,10+ years,Commonwealth Of PA-DMVA,16-01-2021,14-03-2021,14-04-2021,1101895,B4, 36 months,77000,0.0552,501.23,0.1242,15000,18,17903
11-09-2021,879545,Debt consolidation,Not Verified,B,RENT,PA,Fully Paid,3 years,"BBD, LLP",16-05-2021,14-03-2021,14-04-2021,1094467,B5, 36 months,65000,0.1185,268.36,0.1269,8000,10,9618
11-09-2021,882824,Debt consolidation,Not Verified,B,RENT,IL,Fully Paid,4 years,Maxine Salon,14-09-2021,14-10-2021,14-11-2021,1098066,B2, 36 months,35000,0.1155,352.61,0.1065,10825,13,12694
11-09-2021,885651,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,4 years,Verizon,16-05-2021,14-03-2021,14-04-2021,1101357,B2, 36 months,75000,0.0792,162.87,0.1065,5000,16,5824
11-09-2021,966840,Debt consolidation,Not Verified,B,RENT,TX,Fully Paid,4 years,Diamond Offshore Drilling,16-01-2021,13-01-2021,13-02-2021,1187728,B5, 36 months,31000,0.1126,120.77,0.1269,3600,16,4075
11-09-2021,884424,Debt consolidation,Not Verified,B,RENT,PA,Fully Paid,< 1 year,Wesco Distribution Inc.,16-05-2021,14-10-2021,14-11-2021,1099808,B3, 36 months,65000,0.1948,396.92,0.1171,12000,36,14289
11-09-2021,884789,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,1 year,Bayside Solutions Inc.,14-09-2021,14-10-2021,14-11-2021,1100260,B2, 36 months,45000,0.1541,195.44,0.1065,6000,26,7036
11-09-2021,884787,Debt consolidation,Not Verified,B,RENT,GA,Fully Paid,1 year,The Gibson Law Firm,14-02-2021,14-02-2021,14-03-2021,1100257,B5, 36 months,40000,0.0567,134.18,0.1269,4000,12,4820
11-09-2021,889491,Debt consolidation,Not Verified,B,RENT,IL,Fully Paid,10+ years,community savings bank,15-12-2021,13-04-2021,13-05-2021,1106073,B1, 36 months,45000,0.0739,225.58,0.0991,7000,38,7820
11-09-2021,874918,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,2 years,LabCorp of America,12-02-2021,12-02-2021,12-03-2021,1089419,B2, 36 months,42000,0.1274,195.27,0.1059,6000,22,6188
11-09-2021,875720,Debt consolidation,Not Verified,B,RENT,VA,Fully Paid,2 years,"Information Analysis, Inc.",15-07-2021,14-09-2021,14-10-2021,1090254,B5, 36 months,90000,0.2115,239.11,0.1199,7200,32,8608
11-09-2021,967712,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,4 years,Madison Square Garden,16-05-2021,14-10-2021,14-11-2021,1188449,B2, 36 months,70000,0.1915,78.18,0.1065,2400,17,2814
11-09-2021,871718,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,10+ years,Verizon,16-05-2021,14-10-2021,14-11-2021,1085871,C1, 36 months,71000,0.1479,271.45,0.1349,8000,25,9772
11-09-2021,884755,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,10+ years,NYCDOE,16-05-2021,14-09-2021,14-10-2021,1100269,C2, 36 months,1782000,0.0131,412.57,0.1427,12025,30,14847
11-09-2021,872619,Debt consolidation,Not Verified,C,RENT,CO,Fully Paid,5 years,Calhan Public Schools,14-09-2021,14-09-2021,14-10-2021,1086822,C1, 36 months,38400,0.2059,117.92,0.1299,3500,19,4245
11-09-2021,852871,Debt consolidation,Not Verified,C,RENT,CT,Fully Paid,4 years,Peoples United Bank,15-03-2021,14-10-2021,14-11-2021,1065001,C2, 36 months,30000,0.062,101.8,0.1349,3000,8,3664
11-09-2021,892301,Debt consolidation,Not Verified,C,RENT,IL,Fully Paid,7 years,Installation specialist inc,16-05-2021,14-10-2021,14-11-2021,1109239,C2, 36 months,90000,0.1097,343.09,0.1427,10000,22,12355
11-09-2021,876406,Debt consolidation,Not Verified,C,RENT,WA,Fully Paid,1 year,Rudy's Barber Shops,15-07-2021,14-09-2021,14-10-2021,1091054,C5, 36 months,19200,0.1925,191.28,0.1523,5500,12,6886
11-09-2021,874361,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,2 years,Sideshow Collectibles,16-02-2021,13-06-2021,13-07-2021,1088775,C2, 36 months,57000,0.1627,203.59,0.1349,6000,19,7071
11-09-2021,866837,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,5 years,sco,16-05-2021,14-09-2021,14-10-2021,1080330,C1, 36 months,42000,0.226,336.9,0.1299,10000,25,12128
11-09-2021,872396,Debt consolidation,Not Verified,C,RENT,NV,Fully Paid,< 1 year,Check City,16-05-2021,14-09-2021,14-10-2021,1086589,C3, 36 months,24000,0.162,187.96,0.1399,5500,8,6766
11-09-2021,869280,Debt consolidation,Not Verified,C,RENT,OR,Fully Paid,2 years,R & K Hay Transport,15-10-2021,12-11-2021,12-12-2021,1083130,C1, 36 months,40000,0.1983,269.52,0.1299,8000,10,9024
11-09-2021,870603,Debt consolidation,Not Verified,C,RENT,IL,Fully Paid,2 years,FedEx Office,15-07-2021,13-12-2021,13-01-2022,1084617,C5, 36 months,28000,0.2336,139.12,0.1523,4000,10,4886
11-09-2021,860971,Debt consolidation,Not Verified,C,RENT,MO,Fully Paid,2 years,Red Robin,14-09-2021,12-03-2021,12-04-2021,1073805,C5, 36 months,36000,0.1463,125.21,0.1523,3600,11,3859
11-09-2021,891334,Debt consolidation,Not Verified,C,RENT,WI,Fully Paid,4 years,GE Healthcare,16-05-2021,14-08-2021,14-09-2021,1108163,C1, 36 months,79500,0.2297,118.76,0.1349,3500,16,4221
11-09-2021,887395,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,5 years,trade fair,16-05-2021,14-06-2021,14-07-2021,1103545,C1, 36 months,34444,0.1833,190.02,0.1349,5600,14,6819
11-09-2021,876107,Debt consolidation,Not Verified,C,RENT,TX,Fully Paid,6 years,J. G. Williams Construction Inc,16-03-2021,13-11-2021,13-12-2021,1090764,C1, 36 months,40000,0.1752,134.76,0.1299,4000,16,4775
11-09-2021,783371,Debt consolidation,Not Verified,D,RENT,PA,Fully Paid,10+ years,"Pencor Services, Inc",16-05-2021,12-03-2021,12-04-2021,986475,D2, 36 months,56000,0.2169,319.85,0.1677,9000,36,9601
11-09-2021,862441,Debt consolidation,Not Verified,D,RENT,FL,Fully Paid,10+ years,Mi Metals,13-07-2021,13-07-2021,13-08-2021,1075481,D3, 36 months,51000,0.1565,265.5,0.1649,7500,5,9202
11-09-2021,968042,Debt consolidation,Not Verified,D,RENT,NV,Fully Paid,5 years,Palace Station Casino,15-08-2021,12-05-2021,12-06-2021,1188987,D1, 36 months,45300,0.1801,88.26,0.1629,2500,18,2658
11-09-2021,970003,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,6 years,Golden Empire Convalescent Hospital,14-10-2021,14-10-2021,14-11-2021,1191253,D1, 36 months,24000,0.2075,84.73,0.1629,2400,8,3050
11-09-2021,874923,Debt consolidation,Not Verified,D,RENT,NY,Fully Paid,4 years,ARTnews Magazine,16-05-2021,14-02-2021,14-03-2021,1089424,D4, 36 months,74520,0.2087,355.99,0.1689,10000,31,12681
11-09-2021,876843,Debt consolidation,Not Verified,D,RENT,FL,Fully Paid,1 year,New Global Solutions,16-05-2021,14-09-2021,14-10-2021,1091453,D3, 36 months,30000,0.1036,148.68,0.1649,4200,5,5352
11-09-2021,879881,Debt consolidation,Not Verified,A,MORTGAGE,CA,Fully Paid,3 years,"Aqua-Serv Engineers, Inc",16-05-2021,12-10-2021,12-11-2021,1094828,A5, 36 months,120000,0.03,158.77,0.089,5000,25,5410
11-09-2021,878123,Debt consolidation,Not Verified,A,MORTGAGE,FL,Fully Paid,2 years,Filterfresh,13-10-2021,13-10-2021,13-11-2021,1092887,A4, 36 months,61200,0.1382,281.62,0.079,9000,26,10020
11-09-2021,879560,Debt consolidation,Not Verified,B,MORTGAGE,FL,Fully Paid,6 years,Advanced Midrange Technologies,14-09-2021,14-09-2021,14-10-2021,1094483,B2, 36 months,43000,0.1069,195.44,0.1065,6000,12,7036
11-09-2021,876750,Debt consolidation,Not Verified,B,MORTGAGE,GA,Fully Paid,10+ years,"AMC Entertainment, Inc.",16-05-2021,11-10-2021,11-11-2021,1091410,B5, 36 months,65454,0.1063,278.97,0.1199,8400,18,8484
11-09-2021,865751,Debt consolidation,Not Verified,B,MORTGAGE,NV,Fully Paid,10+ years,Arcata associates,15-09-2021,13-02-2021,13-03-2021,1079086,B5, 36 months,75000,0.2053,199.26,0.1199,6000,34,6821
11-09-2021,876693,Debt consolidation,Not Verified,B,MORTGAGE,NY,Fully Paid,10+ years,foremost equipment,14-02-2021,14-02-2021,14-03-2021,1091301,B5, 36 months,83000,0.134,182.66,0.1199,5500,16,6512
11-09-2021,879452,Debt consolidation,Not Verified,C,MORTGAGE,IL,Fully Paid,4 years,aurora textile,16-05-2021,14-09-2021,14-10-2021,1094322,C4, 36 months,80000,0.0682,69.6,0.1527,2000,17,2505
11-09-2021,875892,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,1 year,Appletree,16-05-2021,14-03-2021,14-04-2021,1090434,B1, 36 months,25000,0.1902,51.62,0.0999,1600,20,1849
11-09-2021,870573,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,1 year,Westchester Medical Center,14-09-2021,14-09-2021,14-10-2021,1084532,C1, 36 months,63000,0.14,377.32,0.1299,11200,18,13583
11-09-2021,872357,Debt consolidation,Not Verified,C,RENT,FL,Fully Paid,2 years,DMEAutomotive,12-12-2021,12-12-2021,12-01-2022,1086545,C2, 36 months,90000,0.1041,305.38,0.1349,9000,21,10145
11-09-2021,882692,Debt consolidation,Not Verified,C,RENT,UT,Fully Paid,10+ years,Neways International,16-05-2021,13-05-2021,13-06-2021,1097938,C5, 36 months,41000,0.1999,196.77,0.1596,5600,24,6683
11-09-2021,869708,Debt consolidation,Not Verified,C,RENT,IL,Fully Paid,10+ years,Chicago International Trucks,14-07-2021,13-10-2021,13-11-2021,1083598,C1, 36 months,58000,0.1715,252.67,0.1299,7500,12,8924
11-09-2021,879742,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,10+ years,CDCR/Stockton Parole,14-06-2021,14-02-2021,14-03-2021,1094633,D2, 36 months,40800,0.1476,199.02,0.1677,5600,18,7090
11-09-2021,966053,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,6 years,Bed bath and beyond,15-07-2021,14-10-2021,14-11-2021,1186708,D3, 36 months,60000,0.1758,178.94,0.1727,5000,27,6479
11-09-2021,867595,Debt consolidation,Not Verified,D,RENT,NY,Fully Paid,1 year,Senior Bridge,15-12-2021,14-09-2021,14-10-2021,1081266,D2, 36 months,72000,0.0653,351.53,0.1599,10000,14,12655
11-09-2021,891536,Debt consolidation,Not Verified,E,RENT,RI,Fully Paid,2 years,Kenney Manufacturing Company,16-04-2021,14-09-2021,14-10-2021,1108332,E2, 36 months,64000,0.1676,55.01,0.1903,1500,49,1979
11-09-2021,884048,Debt consolidation,Source Verified,A,MORTGAGE,NM,Charged Off,1 year,Budwine Services Electric Co Inc,16-05-2021,13-03-2021,13-04-2021,1099390,A4, 36 months,55000,0.2363,395.04,0.079,12625,30,6714
11-09-2021,874907,Debt consolidation,Source Verified,B,MORTGAGE,MD,Charged Off,8 years,ASRC,15-05-2021,13-12-2021,13-01-2022,1089394,B5, 36 months,55000,0.103,604.42,0.1199,18200,8,15989
11-09-2021,882246,Debt consolidation,Source Verified,B,MORTGAGE,CA,Charged Off,10+ years,Cartefusion,12-03-2021,11-11-2021,11-12-2021,1097471,B4, 36 months,91000,0.1246,454.45,0.1242,13600,17,1201
11-09-2021,864057,Debt consolidation,Source Verified,C,MORTGAGE,TX,Charged Off,1 year,Affiliated Computer Solutions,16-05-2021,13-07-2021,13-08-2021,1077267,C1, 36 months,160000,0.1514,943.3,0.1299,28000,33,20751
11-09-2021,968098,Debt consolidation,Source Verified,C,MORTGAGE,DE,Charged Off,10+ years,EI duPont de Nemours,13-11-2021,13-06-2021,13-07-2021,1189046,C1, 36 months,85000,0.123,203.59,0.1349,6000,20,4529
11-09-2021,887606,Debt consolidation,Source Verified,C,MORTGAGE,CA,Charged Off,3 years,PRN Ambulance,16-05-2021,12-02-2021,12-03-2021,1103896,C2, 36 months,104000,0.1743,514.64,0.1427,15000,40,2053
11-09-2021,889263,Debt consolidation,Source Verified,C,MORTGAGE,CA,Charged Off,4 years,Lockheed Martin,14-01-2021,13-09-2021,13-10-2021,1105708,C5, 36 months,78000,0.0589,316.24,0.1596,9000,6,7757
11-09-2021,894363,Debt consolidation,Source Verified,C,MORTGAGE,GA,Charged Off,1 year,Tiverity,14-05-2021,14-01-2021,14-02-2021,1111542,C4, 36 months,75000,0.136,591.57,0.1527,17000,16,16158
11-09-2021,880407,Debt consolidation,Source Verified,D,MORTGAGE,MI,Charged Off,10+ years,Detroit Medical Center,16-05-2021,12-03-2021,12-04-2021,1095436,D3, 36 months,87000,0.0778,558.29,0.1727,15600,19,2788
11-09-2021,864417,Debt consolidation,Source Verified,A,OWN,FL,Charged Off,5 years,Florida department of environmental prot,14-12-2021,14-07-2021,14-08-2021,1077639,A5, 36 months,25000,0.216,227.26,0.0849,7200,8,7793
